epoch,train_loss,val_loss,ef_mae,ef_r2,ef_rmse,ef_bias,eah_mae,eah_r2,eah_rmse,eah_bias,bg_mae,bg_r2,bg_rmse,bg_bias
0,3.1607,3.9356,0.723323404788971,0.33676964044570923,0.9177684187889099,-0.11529682576656342,0.13091716170310974,0.28381049633026123,0.38788893818855286,-0.08751662820577621,1.1684470176696777,0.18171703815460205,1.5692540407180786,-0.10550861060619354
1,2.6937,3.9326,0.6838617324829102,0.38728100061416626,0.8821280002593994,0.02549188770353794,0.1305842101573944,0.3486514687538147,0.3699134588241577,-0.050612449645996094,1.161624789237976,0.15725082159042358,1.592541217803955,-0.13646498322486877
2,2.6262,3.8567,0.6454445719718933,0.4331580400466919,0.8484610915184021,0.01659131795167923,0.13607566058635712,0.3551608920097351,0.3680604100227356,-0.019833242520689964,1.2577797174453735,0.16593480110168457,1.5843148231506348,0.1882917881011963
3,2.5502,3.7939,0.638599157333374,0.4402427673339844,0.8431420922279358,-0.020329510793089867,0.12979884445667267,0.3520103693008423,0.36895841360092163,-0.05287797376513481,1.2367686033248901,0.1728000044822693,1.577781081199646,0.12689533829689026
4,2.5316,3.8365,0.6598473787307739,0.44221925735473633,0.8416522145271301,0.1193210780620575,0.12699207663536072,0.33970141410827637,0.3724462389945984,-0.06641161441802979,1.1475938558578491,0.15656566619873047,1.5931884050369263,-0.26798051595687866
5,2.4972,3.6946,0.628207802772522,0.46406418085098267,0.825006365776062,-0.020646117627620697,0.15101931989192963,0.33987903594970703,0.3723961412906647,-0.023926135152578354,1.158486247062683,0.19355237483978271,1.5578641891479492,-0.07875671982765198
6,2.4571,3.852,0.6847927570343018,0.4133744239807129,0.863140344619751,0.2638196051120758,0.12664636969566345,0.35444265604019165,0.368265300989151,-0.05885309725999832,1.11210298538208,0.16958898305892944,1.5808404684066772,-0.31136950850486755
7,2.4532,3.8208,0.6493179202079773,0.451793909072876,0.8343971967697144,0.04299043491482735,0.1302674263715744,0.34269851446151733,0.3716000020503998,-0.06069456785917282,1.30951726436615,0.14953696727752686,1.5998129844665527,0.29518944025039673
8,2.4445,3.8276,0.6827806234359741,0.41736215353012085,0.8602016568183899,0.27176132798194885,0.13978365063667297,0.3630896210670471,0.36579063534736633,-0.03285917639732361,1.1170165538787842,0.16909539699554443,1.5813101530075073,-0.29796192049980164
9,2.4321,3.763,0.6336619257926941,0.46085792779922485,0.8274705410003662,0.1452663093805313,0.13404299318790436,0.35913223028182983,0.36692526936531067,-0.044900014996528625,1.1291416883468628,0.16670453548431396,1.5835835933685303,-0.24796855449676514
10,2.4095,3.6797,0.6195928454399109,0.45864325761795044,0.8291683197021484,-0.0997924879193306,0.13649104535579681,0.3504784107208252,0.36939433217048645,-0.04466099664568901,1.1862359046936035,0.20582085847854614,1.5459688901901245,0.05483793839812279
11,2.4064,4.049,0.7331413626670837,0.3619483709335327,0.9001789093017578,0.3771741986274719,0.15541484951972961,0.3709402084350586,0.3635292947292328,-0.0012980947503820062,1.1145038604736328,0.12172657251358032,1.6257597208023071,-0.4487355649471283
12,2.4008,3.5233,0.583344042301178,0.5076038837432861,0.7907846570014954,0.04150989651679993,0.12724219262599945,0.35365158319473267,0.36849087476730347,-0.06242048367857933,1.1355657577514648,0.2251979112625122,1.5269924402236938,0.0008512373315170407
13,2.3598,3.7504,0.6140428185462952,0.4778074026107788,0.814359724521637,0.02020397037267685,0.12561039626598358,0.3564268946647644,0.36769893765449524,-0.06136171519756317,1.094860553741455,0.167336106300354,1.582983374595642,-0.3401314616203308
14,2.3653,3.6657,0.5942744016647339,0.49995195865631104,0.7969053983688354,0.11500773578882217,0.1370941549539566,0.3723776340484619,0.3631137013435364,-0.026972223073244095,1.095531940460205,0.180475652217865,1.570443868637085,-0.2737748622894287
15,2.3666,3.6448,0.6133566498756409,0.48896121978759766,0.8056155443191528,0.09857002645730972,0.13682293891906738,0.35414886474609375,0.3683491349220276,-0.044018879532814026,1.110544204711914,0.1945095658302307,1.5569392442703247,-0.22232675552368164
16,2.3656,3.6126,0.6182207465171814,0.48331111669540405,0.8100568056106567,0.11838158965110779,0.13531015813350677,0.35758841037750244,0.3673669397830963,-0.04883911833167076,1.1544582843780518,0.21126264333724976,1.540663242340088,-0.0007383847841992974
17,2.3282,3.7101,0.5884842276573181,0.5094361305236816,0.7893120050430298,0.04668977111577988,0.13290369510650635,0.35475677251815796,0.3681757152080536,-0.053152866661548615,1.098745346069336,0.16539770364761353,1.5848249197006226,-0.32284167408943176
18,2.3459,3.8893,0.608954906463623,0.4855591058731079,0.8082927465438843,0.13499760627746582,0.13469800353050232,0.3626742959022522,0.3659099042415619,-0.04653554782271385,1.1522517204284668,0.11144411563873291,1.6352488994598389,-0.3164856731891632
19,2.3191,3.6286,0.5801952481269836,0.5010098218917847,0.7960621118545532,-0.02230593003332615,0.13022270798683167,0.3399253487586975,0.37238308787345886,-0.06847827136516571,1.1126773357391357,0.20387351512908936,1.5478630065917969,-0.1937648206949234
20,2.3153,3.6655,0.5853369832038879,0.5171098709106445,0.7831141948699951,0.005804579239338636,0.13021136820316315,0.3619711399078369,0.366111695766449,-0.05499223247170448,1.247580885887146,0.17240798473358154,1.5781550407409668,0.3256148397922516
21,2.3135,3.5984,0.5796968340873718,0.5199021100997925,0.7808467745780945,-0.04862295836210251,0.1293417364358902,0.36026084423065186,0.3666020333766937,-0.055864185094833374,1.1698148250579834,0.19339519739151,1.5580158233642578,0.04646992310881615
22,2.3194,3.4785,0.5836902260780334,0.5149008631706238,0.784903347492218,0.07839421927928925,0.12787412106990814,0.3516084551811218,0.3690728545188904,-0.0675060898065567,1.1382416486740112,0.2362912893295288,1.516021490097046,0.01957990601658821
23,2.3052,3.5925,0.6056831479072571,0.4972827434539795,0.799029529094696,-0.003629651153460145,0.1413690149784088,0.37091851234436035,0.3635355234146118,-0.02843002788722515,1.1366947889328003,0.2114136815071106,1.540515661239624,-0.08704446256160736
24,2.2885,3.649,0.5873526334762573,0.513208270072937,0.7862714529037476,0.07505954056978226,0.1324114203453064,0.35920339822769165,0.3669049143791199,-0.05133361741900444,1.2081215381622314,0.1805940866470337,1.5703303813934326,0.08427408337593079
25,2.3092,3.553,0.6055212616920471,0.49967777729034424,0.797123908996582,0.023463241755962372,0.13261359930038452,0.3647143840789795,0.3653237819671631,-0.035626884549856186,1.1553726196289062,0.2211577296257019,1.5309685468673706,0.04985490441322327
26,2.295,3.5126,0.5887717008590698,0.512242317199707,0.7870512008666992,0.0853084847331047,0.13614557683467865,0.3671017289161682,0.36463668942451477,-0.04101342335343361,1.1212642192840576,0.22393053770065308,1.5282407999038696,-0.07733504474163055
27,2.2758,3.75,0.602777361869812,0.4929821491241455,0.8024399876594543,0.1409422904253006,0.13687169551849365,0.3613917827606201,0.3662778437137604,-0.04358852282166481,1.0975534915924072,0.16242730617523193,1.5876426696777344,-0.356000155210495
28,2.2801,3.4977,0.5849078297615051,0.5107330679893494,0.7882679104804993,-0.015840495005249977,0.1366225928068161,0.3555711507797241,0.36794331669807434,-0.04663156345486641,1.1175788640975952,0.23197638988494873,1.5202981233596802,-0.04383917897939682
29,2.2715,3.6753,0.6334556341171265,0.4692341089248657,0.8210175633430481,-0.20902593433856964,0.13040322065353394,0.3614307641983032,0.366266667842865,-0.0529186837375164,1.21028733253479,0.18981081247329712,1.5614738464355469,0.1551188975572586
30,2.2552,3.6647,0.6338028907775879,0.47072190046310425,0.8198660016059875,0.14941738545894623,0.13477815687656403,0.3669915795326233,0.36466842889785767,-0.0434262789785862,1.1014635562896729,0.1999417543411255,1.551680564880371,-0.26154401898384094
31,2.2782,3.5295,0.5742859244346619,0.5235674381256104,0.7778604030609131,0.04429125040769577,0.13087278604507446,0.3696743845939636,0.36389485001564026,-0.044136472046375275,1.1176153421401978,0.2131640911102295,1.5388048887252808,-0.1369946300983429
32,2.278,3.5534,0.58202064037323,0.5053808093070984,0.792567789554596,-0.07526122778654099,0.13861596584320068,0.3672904372215271,0.3645823299884796,-0.03386855125427246,1.1304395198822021,0.22610706090927124,1.5260963439941406,-0.05257087200880051
33,2.2546,3.5389,0.5761541128158569,0.5256432890892029,0.7761638760566711,-0.06595878303050995,0.13917526602745056,0.364898145198822,0.3652709424495697,-0.035511720925569534,1.162802815437317,0.21287930011749268,1.5390833616256714,0.018241263926029205
34,2.2639,3.5562,0.5933985710144043,0.5022389888763428,0.7950809597969055,0.07753851264715195,0.1273750364780426,0.3180849552154541,0.37849360704421997,-0.09736166894435883,1.1731200218200684,0.22386348247528076,1.5283068418502808,0.11395589262247086
35,2.2514,3.5234,0.6045937538146973,0.4985542297363281,0.7980183959007263,0.12482436746358871,0.1400522142648697,0.37399256229400635,0.362646222114563,-0.02603166736662388,1.1588866710662842,0.22655516862869263,1.5256543159484863,0.1410415917634964
36,2.2288,3.4568,0.5758121609687805,0.5275540351867676,0.7745991349220276,0.059172894805669785,0.13808518648147583,0.36105579137802124,0.3663742244243622,-0.041715107858181,1.1026520729064941,0.23946768045425415,1.5128655433654785,-0.06307072937488556
37,2.2567,3.4651,0.5765906572341919,0.5237501859664917,0.7777111530303955,-0.0894099697470665,0.1391315907239914,0.3691708445549011,0.36404016613960266,-0.032436124980449677,1.1497384309768677,0.23332971334457397,1.5189580917358398,0.06547493487596512
38,2.2442,3.5851,0.592093825340271,0.5110599994659424,0.7880045771598816,-0.06826527416706085,0.13834907114505768,0.3670293688774109,0.36465755105018616,-0.03614955022931099,1.1752537488937378,0.199201762676239,1.5523979663848877,0.12823379039764404
39,2.2282,3.4864,0.5946784615516663,0.5080755949020386,0.7904057502746582,0.10873224586248398,0.12802891433238983,0.34986549615859985,0.3695685863494873,-0.06814885139465332,1.1278436183929443,0.23507249355316162,1.517230749130249,0.011465484276413918
40,2.1939,3.4589,0.5789563655853271,0.5191261172294617,0.7814775705337524,0.10607839375734329,0.1535177081823349,0.362429678440094,0.3659800887107849,-0.017148299142718315,1.0848097801208496,0.23958134651184082,1.5127524137496948,-0.09091410040855408
41,2.2156,3.4633,0.5971701145172119,0.5020168423652649,0.7952583432197571,0.07119815796613693,0.14330381155014038,0.35978806018829346,0.3667374849319458,-0.03726539388298988,1.1254738569259644,0.24845629930496216,1.5038987398147583,0.0163583941757679
42,2.1949,3.5535,0.60689377784729,0.49249106645584106,0.8028284311294556,-0.12145031243562698,0.1398203819990158,0.34847718477249146,0.3699629604816437,-0.0473298653960228,1.160180687904358,0.21719437837600708,1.5348589420318604,0.10363531112670898
43,2.2042,3.4343,0.5787803530693054,0.5267727375030518,0.7752393484115601,-0.047279443591833115,0.13535426557064056,0.3596493601799011,0.3667772114276886,-0.04956848546862602,1.1226023435592651,0.24461817741394043,1.5077340602874756,0.03187057003378868
44,2.1887,3.4476,0.5905018448829651,0.509386420249939,0.7893519997596741,0.120406374335289,0.1417994350194931,0.3648391366004944,0.3652878999710083,-0.037289705127477646,1.0935250520706177,0.24619126319885254,1.5061633586883545,-0.09283257275819778
45,2.1917,3.4952,0.5844812989234924,0.5113970041275024,0.7877328991889954,0.08266820013523102,0.1315498948097229,0.3462178111076355,0.37060388922691345,-0.06352218985557556,1.1074544191360474,0.2301449179649353,1.5221097469329834,0.0032693028915673494
46,2.1762,3.4594,0.5855442881584167,0.5224826335906982,0.7787454724311829,-0.03345469385385513,0.13851933181285858,0.35745275020599365,0.3674057424068451,-0.04427044838666916,1.1630862951278687,0.23607760667800903,1.5162335634231567,0.18681681156158447
47,2.1794,3.4206,0.5778921842575073,0.5175659656524658,0.7827442288398743,0.12271182984113693,0.1351386159658432,0.3644551634788513,0.3653982877731323,-0.045684829354286194,1.0916203260421753,0.25340908765792847,1.4989351034164429,-0.08179935067892075
48,2.165,3.3939,0.585634171962738,0.5157020092010498,0.7842549085617065,0.12669149041175842,0.13951660692691803,0.365814745426178,0.3650072515010834,-0.03814445436000824,1.0904045104980469,0.2586936354637146,1.4936208724975586,-0.06192466989159584
49,2.1579,3.5501,0.6147084832191467,0.4670802354812622,0.822681725025177,0.24989694356918335,0.13348859548568726,0.3537309765815735,0.3684682548046112,-0.05838783457875252,1.0526387691497803,0.22946518659591675,1.5227816104888916,-0.2892382740974426
50,2.172,3.509,0.568403422832489,0.5358825922012329,0.7677412629127502,-0.012676994316279888,0.13842767477035522,0.35785382986068726,0.36729106307029724,-0.04337663948535919,1.1560089588165283,0.2145218849182129,1.537476658821106,0.0655238926410675
51,2.1437,3.5869,0.6036186814308167,0.4835292100906372,0.8098858594894409,0.20582111179828644,0.13850049674510956,0.3691368103027344,0.3640499711036682,-0.03736203536391258,1.055751919746399,0.21235990524291992,1.5395910739898682,-0.34379181265830994
52,2.1466,3.4426,0.5879653096199036,0.5176970362663269,0.7826379537582397,-0.023294471204280853,0.14448797702789307,0.3702937960624695,0.3637159764766693,-0.02481386624276638,1.132403016090393,0.24272960424423218,1.5096176862716675,0.08307693153619766
53,2.1272,3.5133,0.5948570966720581,0.49693650007247925,0.7993046045303345,0.09349335730075836,0.14430150389671326,0.36888009309768677,0.36412402987480164,-0.028771381825208664,1.1046879291534424,0.23047375679016113,1.5217846632003784,-0.03320732340216637
54,2.1456,3.3848,0.5793534517288208,0.5163153409957886,0.7837581634521484,0.07225777953863144,0.13624367117881775,0.36408108472824097,0.36550581455230713,-0.04269958287477493,1.0758616924285889,0.2650642395019531,1.4871890544891357,-0.07901287078857422
55,2.1082,3.4415,0.5870563387870789,0.521031379699707,0.7799279093742371,-0.021799162030220032,0.13547387719154358,0.34709006547927856,0.37035655975341797,-0.05506221204996109,1.137248158454895,0.2425980567932129,1.5097488164901733,0.20485442876815796
56,2.1455,3.3593,0.578741729259491,0.5259990692138672,0.7758728265762329,0.04674181714653969,0.1422533243894577,0.3597300052642822,0.36675411462783813,-0.038110896944999695,1.1032577753067017,0.26641643047332764,1.4858202934265137,0.016424696892499924
57,2.1226,3.5129,0.5767354369163513,0.5079509019851685,0.7905059456825256,0.123782679438591,0.12695378065109253,0.35399091243743896,0.368394136428833,-0.06669102609157562,1.090097427368164,0.22531884908676147,1.526873230934143,-0.19052734971046448
58,2.1378,3.4281,0.5838124752044678,0.5097593665122986,0.7890519499778748,0.09916427731513977,0.13966816663742065,0.36603546142578125,0.3649437129497528,-0.04138224571943283,1.095080018043518,0.25320518016815186,1.4991399049758911,-0.0716521367430687
59,2.112,3.3163,0.5820139646530151,0.5068694353103638,0.7913742065429688,0.14591889083385468,0.1362607330083847,0.3558812737464905,0.3678547739982605,-0.05220574513077736,1.0478742122650146,0.2923750877380371,1.4592947959899902,-0.1145271584391594
60,2.0972,3.5122,0.580024778842926,0.5251756906509399,0.7765464186668396,-0.046648599207401276,0.13722170889377594,0.33976566791534424,0.37242811918258667,-0.055654700845479965,1.148941159248352,0.21744471788406372,1.5346134901046753,0.10330968350172043
61,2.1051,3.4812,0.572396993637085,0.5184823274612427,0.7820004820823669,0.11185204982757568,0.14097769558429718,0.371279776096344,0.3634311556816101,-0.0347500704228878,1.0835423469543457,0.22999274730682373,1.5222601890563965,-0.14128464460372925
62,2.1055,3.4386,0.5753721594810486,0.5156813859939575,0.7842715978622437,0.0658445805311203,0.1448734849691391,0.3749995827674866,0.36235442757606506,-0.02602270618081093,1.077436089515686,0.24542927742004395,1.5069243907928467,-0.1601441353559494
63,2.0991,3.4364,0.5888386368751526,0.5044623017311096,0.7933033108711243,0.08749820291996002,0.13606558740139008,0.3652212619781494,0.3651779890060425,-0.04686615988612175,1.1398452520370483,0.248349130153656,1.504006028175354,0.14976298809051514
64,2.1036,3.5134,0.569765567779541,0.5309544801712036,0.7718064785003662,0.014603370800614357,0.14463423192501068,0.3700241446495056,0.36379384994506836,-0.02663334459066391,1.1350176334381104,0.21404778957366943,1.5379406213760376,0.07937904447317123
65,2.0814,3.3665,0.5737958550453186,0.5195412635803223,0.7811402082443237,0.03748350217938423,0.13515999913215637,0.36577802896499634,0.3650178015232086,-0.04311161860823631,1.0998506546020508,0.267855703830719,1.484362006187439,0.03206094354391098
66,2.0741,3.4976,0.6034801006317139,0.4939082860946655,0.8017067313194275,0.031356051564216614,0.1387924700975418,0.36045974493026733,0.36654505133628845,-0.04290655627846718,1.1451218128204346,0.2342197299003601,1.5180761814117432,0.16222015023231506
